features,features_found,genome_coverage,genomes_searched,search_term,search_type,success,track_name
[],0,"{'342610.6': 0, '347257.4': 0, '348780.3': 0, '349101.4': 0, '349124.5': 0, '349161.4': 0, '349163.4': 0, '349307.9': 0, '349521.5': 0, '349741.3': 0, '349968.3': 0, '350058.5': 0, '350688.3': 0, '351160.3': 0, '351348.5': 0, '351605.4': 0, '351607.5': 0, '351627.4': 0, '354242.8': 0, '355278.4': 0, '357244.3': 0, '357544.13': 0, '357804.5': 0, '357808.3': 0, '357809.4': 0}",25,copA,gene,False,Full_Genome_1_Term_Test
"[{'accession': 'NC_009778', 'end': 2727459, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '290339.8', 'genome_name': 'Cronobacter sakazakii ATCC BAA-894', 'na_length': 2508, 'product': 'copper exporting ATPase', 'refseq_locus_tag': 'ESA_02780', 'start': 2724952, 'strand': '+', 'taxon_id': 290339}, {'accession': 'NC_009778', 'end': 2727459, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '290339.8', 'genome_name': 'Cronobacter sakazakii ATCC BAA-894', 'na_length': 2508, 'patric_id': 'fig|290339.8.peg.2474', 'product': 'Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)', 'refseq_locus_tag': 'ESA_02780', 'start': 2724952, 'strand': '+', 'taxon_id': 290339}]",2,"{'279238.18': 0, '279714.3': 0, '279808.3': 0, '281309.3': 0, '281689.4': 0, '282458.1': 0, '283165.1': 0, '283166.1': 0, '283942.3': 0, '287752.3': 0, '288000.5': 0, '288705.3': 0, '289376.4': 0, '290315.4': 0, '290318.4': 0, '290338.6': 0, '290339.8': 2, '290397.13': 0, '290398.4': 0, '290402.34': 0, '290434.1': 0, '290512.6': 0, '290633.1': 0, '292415.3': 0, '292459.1': 0}",25,copA,gene,True,Full_Genome_1_Term_Test
"[{'accession': 'NC_014034', 'end': 1253503, 'feature_type': 'CDS', 'gene': 'copA2', 'genome_id': '272942.6', 'genome_name': 'Rhodobacter capsulatus SB 1003', 'na_length': 2421, 'patric_id': 'fig|272942.6.peg.1203', 'product': 'Copper-translocating P-type ATPase (EC 3.6.3.4)', 'refseq_locus_tag': 'RCAP_rcc01180', 'start': 1251083, 'strand': '-', 'taxon_id': 272942}, {'accession': 'NC_014034', 'end': 1253503, 'feature_type': 'CDS', 'gene': 'copA2', 'genome_id': '272942.6', 'genome_name': 'Rhodobacter capsulatus SB 1003', 'na_length': 2421, 'product': 'copper-transporting P-type ATPase-2', 'refseq_locus_tag': 'RCAP_rcc01180', 'start': 1251083, 'strand': '-', 'taxon_id': 272942}, {'accession': 'NC_014034', 'end': 1123062, 'feature_type': 'CDS', 'gene': 'copA1', 'genome_id': '272942.6', 'genome_name': 'Rhodobacter capsulatus SB 1003', 'na_length': 2142, 'patric_id': 'fig|272942.6.peg.1060', 'product': 'FUPA32 P-type ATPase', 'refseq_locus_tag': 'RCAP_rcc01042', 'start': 1120921, 'strand': '+', 'taxon_id': 272942}, {'accession': 'NC_014034', 'end': 1123062, 'feature_type': 'CDS', 'gene': 'copA1', 'genome_id': '272942.6', 'genome_name': 'Rhodobacter capsulatus SB 1003', 'na_length': 2142, 'product': 'copper-transporting P-type ATPase-1', 'refseq_locus_tag': 'RCAP_rcc01042', 'start': 1120921, 'strand': '+', 'taxon_id': 272942}]",4,"{'272562.1': 0, '272564.4': 0, '272568.11': 0, '272620.3': 0, '272621.3': 0, '272623.1': 0, '272624.3': 0, '272626.1': 0, '272631.1': 0, '272633.1': 0, '272634.1': 0, '272635.1': 0, '272843.1': 0, '272844.1': 0, '272942.6': 4, '272943.3': 0, '273057.1': 0, '273063.1': 0, '273068.3': 0, '273075.1': 0, '273116.1': 0, '273119.1': 0, '273121.1': 0, '273123.1': 0, '279010.5': 0}",25,copA,gene,True,Full_Genome_1_Term_Test
"[{'accession': 'NC_007606', 'end': 423506, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '300267.13', 'genome_name': 'Shigella dysenteriae Sd197', 'na_length': 2505, 'patric_id': 'fig|300267.13.peg.515', 'product': 'Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)', 'refseq_locus_tag': 'SDY_0434', 'start': 421002, 'strand': '+', 'taxon_id': 300267}, {'accession': 'NC_007606', 'end': 423506, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '300267.13', 'genome_name': 'Shigella dysenteriae Sd197', 'na_length': 2505, 'product': 'copper exporting ATPase', 'refseq_locus_tag': 'SDY_0434', 'start': 421002, 'strand': '+', 'taxon_id': 300267}]",2,"{'292805.3': 0, '293653.3': 0, '293826.4': 0, '295358.3': 0, '296591.12': 0, '297245.3': 0, '297246.3': 0, '298386.1': 0, '298653.4': 0, '299768.3': 0, '300267.13': 2, '300852.3': 0, '302409.3': 0, '306264.1': 0, '309798.3': 0, '309799.3': 0, '309801.4': 0, '309807.19': 0, '311403.8': 0, '312153.3': 0, '312284.4': 0, '312309.3': 0, '313589.5': 0, '313590.6': 0, '313594.4': 0}",25,copA,gene,True,Full_Genome_1_Term_Test
"[{'accession': 'NC_014355', 'end': 650127, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '330214.5', 'genome_name': 'Candidatus Nitrospira defluvii', 'na_length': 2883, 'patric_id': 'fig|330214.5.peg.644', 'product': 'Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)', 'refseq_locus_tag': 'NIDE0678', 'start': 647245, 'strand': '+', 'taxon_id': 330214}, {'accession': 'NC_014355', 'end': 650127, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '330214.5', 'genome_name': 'Candidatus Nitrospira defluvii', 'na_length': 2883, 'product': 'copper-exporting ATPase', 'refseq_locus_tag': 'NIDE0678', 'start': 647245, 'strand': '+', 'taxon_id': 330214}]",2,"{'326442.4': 0, '329726.14': 0, '330214.5': 2, '33043.1533': 0, '330779.3': 0, '331104.5': 0, '334380.3': 0, '334390.3': 0, '334413.6': 0, '335283.5': 0, '335284.3': 0, '335541.4': 0, '335543.6': 0, '335992.3': 0, '336407.4': 0, '338187.4': 0, '338963.3': 0, '338966.5': 0, '338969.3': 0, '339671.5': 0, '339860.6': 0, '340099.4': 0, '340102.3': 0, '340177.8': 0, '342108.5': 0}",25,copA,gene,True,Full_Genome_1_Term_Test
[],0,"{'313595.4': 0, '313596.4': 0, '313598.3': 0, '313603.4': 0, '314225.8': 0, '314230.4': 0, '314231.3': 0, '314232.4': 0, '314254.5': 0, '314260.5': 0, '314262.3': 0, '314264.3': 0, '314265.3': 0, '314266.4': 0, '314267.3': 0, '314275.6': 0, '314281.6': 0, '314283.5': 0, '314285.4': 0, '314292.23': 0, '314345.3': 0, '314607.3': 0, '314723.3': 0, '316056.14': 0, '316067.3': 0}",25,copA,gene,False,Full_Genome_1_Term_Test
"[{'accession': 'NC_012491', 'end': 383094, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '358681.3', 'genome_name': 'Brevibacillus brevis NBRC 100599', 'na_length': 2421, 'patric_id': 'fig|358681.3.peg.370', 'product': 'Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)', 'refseq_locus_tag': 'BBR47_03740', 'start': 380674, 'strand': '+', 'taxon_id': 358681}, {'accession': 'NC_012491', 'end': 383094, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '358681.3', 'genome_name': 'Brevibacillus brevis NBRC 100599', 'na_length': 2421, 'product': 'copper-transporting P-type ATPase', 'refseq_locus_tag': 'BBR47_03740', 'start': 380674, 'strand': '+', 'taxon_id': 358681}]",2,"{'358681.3': 2, '360095.7': 0, '360106.5': 0, '360107.5': 0, '362242.7': 0, '363253.4': 0, '365046.3': 0, '367737.4': 0, '367928.5': 0, '368407.6': 0, '368408.5': 0, '36870.1': 0, '369723.3': 0, '370438.3': 0, '372461.16': 0, '373903.4': 0, '373994.3': 0, '374463.4': 0, '374847.3': 0, '375286.6': 0, '375451.6': 0, '376686.6': 0, '37692.4': 0, '377629.3': 0, '378753.3': 0}",25,copA,gene,True,Full_Genome_1_Term_Test
"[{'accession': 'FO082060', 'end': 192960, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '271065.3', 'genome_name': 'Methylomicrobium alcaliphilum strain 20Z', 'na_length': 2436, 'patric_id': 'fig|271065.3.peg.180', 'product': 'Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)', 'refseq_locus_tag': 'MEALZ_0172', 'start': 190525, 'strand': '+', 'taxon_id': 271065}, {'accession': 'FO082060', 'end': 1888285, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '271065.3', 'genome_name': 'Methylomicrobium alcaliphilum strain 20Z', 'na_length': 2256, 'product': 'Copper-exporting P-type ATPase A', 'refseq_locus_tag': 'MEALZ_1645', 'start': 1886030, 'strand': '+', 'taxon_id': 271065}, {'accession': 'FO082060', 'end': 192960, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '271065.3', 'genome_name': 'Methylomicrobium alcaliphilum strain 20Z', 'na_length': 2451, 'product': 'Copper-exporting P-type ATPase A', 'refseq_locus_tag': 'MEALZ_0172', 'start': 190510, 'strand': '+', 'taxon_id': 271065}, {'accession': 'FO082060', 'end': 1888285, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '271065.3', 'genome_name': 'Methylomicrobium alcaliphilum strain 20Z', 'na_length': 2256, 'patric_id': 'fig|271065.3.peg.1689', 'product': 'Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)', 'refseq_locus_tag': 'MEALZ_1645', 'start': 1886030, 'strand': '+', 'taxon_id': 271065}]",4,"{'265311.3': 0, '266117.19': 0, '266264.4': 0, '266265.5': 0, '266779.9': 0, '266834.1': 0, '266835.1': 0, '266940.25': 0, '267377.1': 0, '267608.1': 0, '267671.1': 0, '267747.1': 0, '267748.1': 0, '269483.3': 0, '269484.4': 0, '269796.9': 0, '269797.3': 0, '269798.12': 0, '269799.3': 0, '269800.4': 0, '271065.3': 4, '272557.1': 0, '272558.1': 0, '272559.3': 0, '272561.1': 0}",25,copA,gene,True,Full_Genome_1_Term_Test
"[{'accession': 'NC_009434', 'end': 3658707, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '379731.5', 'genome_name': 'Pseudomonas stutzeri A1501', 'na_length': 1881, 'product': 'copper resistance protein A', 'refseq_locus_tag': 'PST_3383', 'start': 3656827, 'strand': '-', 'taxon_id': 379731}, {'accession': 'NC_009434', 'end': 3658527, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '379731.5', 'genome_name': 'Pseudomonas stutzeri A1501', 'na_length': 1701, 'patric_id': 'fig|379731.5.peg.3390', 'product': 'Multicopper oxidase', 'refseq_locus_tag': 'PST_3383', 'start': 3656827, 'strand': '-', 'taxon_id': 379731}]",2,"{'378806.8': 0, '379066.3': 0, '379731.5': 2, '380394.3': 0, '380703.5': 0, '380749.4': 0, '381764.6': 0, '382464.3': 0, '382638.8': 0, '383372.4': 0, '384616.5': 0, '386415.6': 0, '387092.5': 0, '387093.4': 0, '387344.13': 0, '388399.4': 0, '388413.5': 0, '388919.8': 0, '390236.5': 0, '390333.6': 0, '391008.3': 0, '391009.4': 0, '391037.3': 0, '391165.8': 0, '391296.7': 0}",25,copA,gene,True,Full_Genome_1_Term_Test
[],0,"{'316274.3': 0, '316275.9': 0, '316279.3': 0, '316407.3': 0, '317025.3': 0, '317655.9': 0, '318161.14': 0, '318586.4': 0, '319225.3': 0, '319795.16': 0, '321955.3': 0, '321967.8': 0, '322710.5': 0, '323097.3': 0, '323259.5': 0, '323261.3': 0, '323848.3': 0, '324057.4': 0, '324602.4': 0, '324925.4': 0, '325240.9': 0, '326297.7': 0, '326298.3': 0, '326424.13': 0, '326426.4': 0}",25,copA,gene,False,Full_Genome_1_Term_Test
"[{'accession': 'NC_008800', 'end': 3328599, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '393305.7', 'genome_name': 'Yersinia enterocolitica subsp. enterocolitica 8081', 'na_length': 2757, 'patric_id': 'fig|393305.7.peg.3257', 'product': 'Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)', 'refseq_locus_tag': 'YE3061', 'start': 3325843, 'strand': '+', 'taxon_id': 393305}, {'accession': 'NC_008800', 'end': 3328599, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '393305.7', 'genome_name': 'Yersinia enterocolitica subsp. enterocolitica 8081', 'na_length': 2757, 'product': 'copper exporting ATPase', 'refseq_locus_tag': 'YE3061', 'start': 3325843, 'strand': '+', 'taxon_id': 393305}, {'accession': 'NC_012121', 'end': 1609866, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '396513.4', 'genome_name': 'Staphylococcus carnosus subsp. carnosus TM300', 'na_length': 2202, 'patric_id': 'fig|396513.4.peg.1582', 'product': 'Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)', 'refseq_locus_tag': 'Sca_1585', 'start': 1607665, 'strand': '-', 'taxon_id': 396513}, {'accession': 'NC_012121', 'end': 1609866, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '396513.4', 'genome_name': 'Staphylococcus carnosus subsp. carnosus TM300', 'na_length': 2202, 'product': 'putative copper-transporting P-type ATPase', 'refseq_locus_tag': 'Sca_1585', 'start': 1607665, 'strand': '-', 'taxon_id': 396513}]",4,"{'391587.3': 0, '391600.3': 0, '391616.3': 0, '391619.3': 0, '391735.5': 0, '391904.3': 0, '392499.4': 0, '392500.3': 0, '393115.8': 0, '393305.7': 2, '393595.12': 0, '394503.6': 0, '395493.3': 0, '395494.4': 0, '395495.3': 0, '395965.4': 0, '396513.4': 2, '396588.3': 0, '397945.5': 0, '397948.3': 0, '398578.3': 0, '398580.3': 0, '398720.4': 0, '398767.5': 0, '399549.6': 0}",25,copA,gene,True,Full_Genome_1_Term_Test
"[{'accession': 'NC_011144', 'end': 1186756, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '450851.6', 'genome_name': 'Phenylobacterium zucineum HLK1', 'na_length': 1833, 'patric_id': 'fig|450851.6.peg.1529', 'product': 'Multicopper oxidase', 'refseq_locus_tag': 'PHZ_c1052', 'start': 1184924, 'strand': '-', 'taxon_id': 450851}, {'accession': 'NC_011144', 'end': 1186756, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '450851.6', 'genome_name': 'Phenylobacterium zucineum HLK1', 'na_length': 1833, 'product': 'copper-resistance protein A', 'refseq_locus_tag': 'PHZ_c1052', 'start': 1184924, 'strand': '-', 'taxon_id': 450851}, {'accession': 'NC_011143', 'end': 256838, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '450851.6', 'genome_name': 'Phenylobacterium zucineum HLK1', 'na_length': 1311, 'product': 'copper resistance protein A', 'refseq_locus_tag': 'PHZ_p0217', 'start': 255528, 'strand': '+', 'taxon_id': 450851}, {'accession': 'NC_011143', 'end': 256838, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '450851.6', 'genome_name': 'Phenylobacterium zucineum HLK1', 'na_length': 1314, 'patric_id': 'fig|450851.6.peg.230', 'product': 'Multicopper oxidase', 'refseq_locus_tag': 'PHZ_p0217', 'start': 255525, 'strand': '+', 'taxon_id': 450851}]",4,"{'439843.6': 0, '43989.3': 0, '441768.4': 0, '442563.3': 0, '443254.3': 0, '443906.9': 0, '444157.3': 0, '444158.3': 0, '444177.5': 0, '445932.3': 0, '445970.5': 0, '445971.6': 0, '445972.6': 0, '445973.7': 0, '445987.3': 0, '446462.8': 0, '446466.7': 0, '446468.6': 0, '446469.4': 0, '446470.6': 0, '446471.6': 0, '448385.11': 0, '449447.3': 0, '450851.6': 4, '452471.3': 0}",25,copA,gene,True,Full_Genome_1_Term_Test
"[{'accession': 'NC_014006', 'end': 490966, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '452662.3', 'genome_name': 'Sphingobium japonicum UT26S', 'na_length': 2358, 'patric_id': 'fig|452662.3.peg.491', 'product': 'Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)', 'refseq_locus_tag': 'SJA_C1-04830', 'start': 488609, 'strand': '-', 'taxon_id': 452662}, {'accession': 'NC_014006', 'end': 725707, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '452662.3', 'genome_name': 'Sphingobium japonicum UT26S', 'na_length': 2340, 'patric_id': 'fig|452662.3.peg.707', 'product': 'Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)', 'refseq_locus_tag': 'SJA_C1-07120', 'start': 723368, 'strand': '-', 'taxon_id': 452662}, {'accession': 'NC_014006', 'end': 513455, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '452662.3', 'genome_name': 'Sphingobium japonicum UT26S', 'na_length': 1707, 'product': 'copper resistance protein CopA', 'refseq_locus_tag': 'SJA_C1-05060', 'start': 511749, 'strand': '-', 'taxon_id': 452662}, {'accession': 'NC_014006', 'end': 490966, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '452662.3', 'genome_name': 'Sphingobium japonicum UT26S', 'na_length': 2358, 'product': 'cation transport ATPase', 'refseq_locus_tag': 'SJA_C1-04830', 'start': 488609, 'strand': '-', 'taxon_id': 452662}, {'accession': 'NC_014006', 'end': 540006, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '452662.3', 'genome_name': 'Sphingobium japonicum UT26S', 'na_length': 2502, 'product': 'cation transport ATPase', 'refseq_locus_tag': 'SJA_C1-05320', 'start': 537505, 'strand': '-', 'taxon_id': 452662}, {'accession': 'NC_014006', 'end': 725707, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '452662.3', 'genome_name': 'Sphingobium japonicum UT26S', 'na_length': 2340, 'product': 'cation transport ATPase', 'refseq_locus_tag': 'SJA_C1-07120', 'start': 723368, 'strand': '-', 'taxon_id': 452662}, {'accession': 'NC_014006', 'end': 2339765, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '452662.3', 'genome_name': 'Sphingobium japonicum UT26S', 'na_length': 1704, 'product': 'copper resistance protein CopA', 'refseq_locus_tag': 'SJA_C1-23230', 'start': 2338062, 'strand': '-', 'taxon_id': 452662}, {'accession': 'NC_014006', 'end': 2339765, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '452662.3', 'genome_name': 'Sphingobium japonicum UT26S', 'na_length': 1704, 'patric_id': 'fig|452662.3.peg.2192', 'product': 'Multicopper oxidase', 'refseq_locus_tag': 'SJA_C1-23230', 'start': 2338062, 'strand': '-', 'taxon_id': 452662}, {'accession': 'NC_014006', 'end': 540006, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '452662.3', 'genome_name': 'Sphingobium japonicum UT26S', 'na_length': 2502, 'patric_id': 'fig|452662.3.peg.539', 'product': 'Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)', 'refseq_locus_tag': 'SJA_C1-05320', 'start': 537505, 'strand': '-', 'taxon_id': 452662}, {'accession': 'NC_014006', 'end': 513455, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '452662.3', 'genome_name': 'Sphingobium japonicum UT26S', 'na_length': 1707, 'patric_id': 'fig|452662.3.peg.514', 'product': 'Multicopper oxidase', 'refseq_locus_tag': 'SJA_C1-05060', 'start': 511749, 'strand': '-', 'taxon_id': 452662}]",10,"{'452637.4': 0, '452638.3': 0, '452652.3': 0, '452659.3': 0, '452662.3': 10, '452863.6': 0, '453591.8': 0, '45361.3': 0, '454166.6': 0, '455632.3': 0, '456827.3': 0, '457570.7': 0, '458233.11': 0, '458817.3': 0, '46507.4': 0, '465515.4': 0, '467705.8': 0, '469378.5': 0, '469381.4': 0, '469596.3': 0, '469618.3': 0, '470146.3': 0, '471821.5': 0, '471852.6': 0, '471853.5': 0}",25,copA,gene,True,Full_Genome_1_Term_Test
[],0,"{'411901.7': 0, '412965.6': 0, '413999.4': 0, '415426.7': 0, '416269.5': 0, '416591.4': 0, '419610.8': 0, '419665.8': 0, '420246.5': 0, '420247.6': 0, '426355.14': 0, '426368.9': 0, '428406.5': 0, '429009.3': 0, '431943.4': 0, '431947.6': 0, '434923.3': 0, '435590.6': 0, '436113.11': 0, '436114.3': 0, '436308.3': 0, '438753.3': 0, '439235.3': 0, '439292.5': 0, '439375.7': 0}",25,copA,gene,False,Full_Genome_1_Term_Test
[],0,"{'525898.7': 0, '525903.6': 0, '525904.6': 0, '525909.11': 0, '525919.4': 0, '52598.8': 0, '526218.6': 0, '526222.3': 0, '526224.6': 0, '526225.7': 0, '526227.6': 0, '530564.3': 0, '533240.4': 0, '533247.5': 0, '535289.3': 0, '537021.9': 0, '537970.9': 0, '543728.3': 0, '545694.3': 0, '545696.5': 0, '546269.3': 0, '546271.3': 0, '546274.4': 0, '546414.3': 0, '550540.3': 0}",25,copA,gene,False,Full_Genome_1_Term_Test
[],0,"{'515620.4': 0, '515622.3': 0, '517417.4': 0, '517418.3': 0, '518766.5': 0, '519441.6': 0, '519442.4': 0, '521003.7': 0, '521011.3': 0, '521045.3': 0, '521095.6': 0, '521096.4': 0, '521097.5': 0, '521098.5': 0, '521460.8': 0, '521674.6': 0, '522306.3': 0, '523791.5': 0, '523794.5': 0, '523850.3': 0, '525146.3': 0, '525280.3': 0, '525328.4': 0, '525364.3': 0, '525897.5': 0}",25,copA,gene,False,Full_Genome_1_Term_Test
"[{'accession': 'NC_013892', 'end': 1557198, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '406818.4', 'genome_name': 'Xenorhabdus bovienii SS-2004', 'na_length': 2706, 'patric_id': 'fig|406818.4.peg.1445', 'product': 'Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)', 'refseq_locus_tag': 'XBJ1_1595', 'start': 1554493, 'strand': '+', 'taxon_id': 406818}, {'accession': 'NC_013892', 'end': 1557198, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '406818.4', 'genome_name': 'Xenorhabdus bovienii SS-2004', 'na_length': 2748, 'product': 'P-type ATPase, copper transporting, phophatase-like domain', 'refseq_locus_tag': 'XBJ1_1595', 'start': 1554451, 'strand': '+', 'taxon_id': 406818}]",2,"{'399550.6': 0, '399726.4': 0, '399741.3': 0, '399742.4': 0, '399795.3': 0, '400667.4': 0, '400668.6': 0, '401473.3': 0, '402612.4': 0, '402880.8': 0, '402881.6': 0, '403833.5': 0, '404380.3': 0, '405948.6': 0, '405955.9': 0, '406327.7': 0, '406818.4': 2, '410358.8': 0, '410359.7': 0, '411154.5': 0, '411461.4': 0, '411466.7': 0, '411483.3': 0, '411490.6': 0, '411684.3': 0}",25,copA,gene,True,Full_Genome_1_Term_Test
[],0,"{'485916.5': 0, '485917.6': 0, '485918.6': 0, '487174.266': 0, '487797.3': 0, '488538.3': 0, '490899.4': 0, '491915.4': 0, '498211.3': 0, '498217.4': 0, '498761.3': 0, '499177.3': 0, '500635.8': 0, '501479.3': 0, '504472.7': 0, '504728.4': 0, '504832.4': 0, '509169.3': 0, '511051.3': 0, '511062.4': 0, '511145.6': 0, '511680.4': 0, '512562.4': 0, '515618.4': 0, '515619.6': 0}",25,copA,gene,False,Full_Genome_1_Term_Test
[],0,"{'551115.6': 0, '552396.3': 0, '552526.7': 0, '552811.9': 0, '553190.4': 0, '553217.3': 0, '556267.4': 0, '556268.6': 0, '557598.3': 0, '557723.7': 0, '561229.3': 0, '562970.4': 0, '562982.3': 0, '563041.5': 0, '563178.3': 0, '563192.3': 0, '563194.3': 0, '565045.3': 0, '565654.4': 0, '566551.4': 0, '568817.3': 0, '570508.5': 0, '570509.6': 0, '572265.5': 0, '572477.4': 0}",25,copA,gene,False,Full_Genome_1_Term_Test
[],0,"{'471854.4': 0, '471855.5': 0, '471856.5': 0, '471857.5': 0, '471870.8': 0, '471871.7': 0, '477641.3': 0, '477974.3': 0, '478749.5': 0, '478801.5': 0, '479431.6': 0, '479432.6': 0, '479434.6': 0, '479435.6': 0, '479436.6': 0, '479437.5': 0, '481448.4': 0, '482234.3': 0, '483216.6': 0, '483218.5': 0, '484019.3': 0, '484022.4': 0, '485913.3': 0, '485914.4': 0, '485915.5': 0}",25,copA,gene,False,Full_Genome_1_Term_Test
"[{'accession': 'CP003418', 'end': 2540847, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '945713.3', 'genome_name': 'Ignavibacterium album JCM 16511', 'na_length': 2241, 'product': 'Cation transport ATPase', 'refseq_locus_tag': 'IALB_2222', 'start': 2538607, 'strand': '+', 'taxon_id': 945713}, {'accession': 'CP003418', 'end': 2540847, 'feature_type': 'CDS', 'gene': 'copA', 'genome_id': '945713.3', 'genome_name': 'Ignavibacterium album JCM 16511', 'na_length': 2241, 'patric_id': 'fig|945713.3.peg.2228', 'product': 'Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)', 'refseq_locus_tag': 'IALB_2222', 'start': 2538607, 'strand': '+', 'taxon_id': 945713}]",2,"{'931626.3': 0, '937774.3': 0, '940190.3': 0, '945713.3': 2, '95666.5': 0, '96561.3': 0, '97084.1': 0, '97393.1': 0, '979556.3': 0, '983544.3': 0, '983545.3': 0, '983917.3': 0, '983954.3': 0, '985867.6': 0, '991905.3': 0, '99287.1': 0, '99598.3': 0}",17,copA,gene,True,Full_Genome_1_Term_Test
